asv,D1N1_419,D1N2_125,D1N3_90,D1N4_45,D2N1_40,D2N2_125,D2N3_200,D2N4_620,D2N5_5,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV7725,5,0,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,NA,NA
ASV7726,5,0,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,NA
ASV7727,5,0,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,NA
ASV7730,5,0,0,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9 marine group,NA,NA
ASV7732,5,0,0,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aureisphaera,NA
ASV7734,5,0,0,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV7735,5,0,0,0,0,0,0,0,0,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,JdFR-76,NA
ASV7736,5,0,0,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Owenweeksia,NA
ASV7737,5,0,0,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes BD2-2,NA,NA
ASV7738,5,0,0,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes BD2-2,NA,NA
ASV7740,5,0,0,0,0,0,0,0,0,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfococcaceae,Desulfonema,NA
ASV7741,5,0,0,0,0,0,0,0,0,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,NA,NA
ASV7744,5,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,NA
ASV7746,5,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,NA
ASV7748,5,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA,NA
ASV7752,5,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicola,NA
ASV7753,5,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV7754,1,0,0,0,4,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Epibacterium,NA
ASV7756,5,0,0,0,0,0,0,0,0,Bacteria,Desulfobacterota,Desulfobacteria,Desulfatiglandales,Desulfatiglandaceae,Desulfatiglans,NA
ASV7764,0,5,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,NA
ASV7766,0,5,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,NA
ASV7768,0,5,0,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9 marine group,NA,NA
ASV7769,0,5,0,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,NA
ASV7771,0,5,0,0,0,0,0,0,0,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfospira,NA
ASV7772,0,5,0,0,0,0,0,0,0,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,NA,NA
ASV7773,0,5,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,NA,NA
ASV7774,0,5,0,0,0,0,0,0,0,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
ASV7777,0,5,0,0,0,0,0,0,0,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,NA,NA
ASV7778,0,5,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,NA,NA
ASV7781,0,5,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechlorosoma,NA
ASV7782,0,5,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV7784,0,0,5,0,0,0,0,0,0,Bacteria,Planctomycetota,Phycisphaerae,MSBL9,SM23-30,NA,NA
ASV7785,0,0,5,0,0,0,0,0,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,NA
ASV7787,0,0,5,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,NA,NA
ASV7789,0,0,5,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Chlamydiaceae,NA,NA
ASV7790,0,0,5,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,NA,NA
ASV7792,0,0,5,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS7 marine group,NA,NA
ASV7793,0,0,5,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus Cryptoprodotis,NA
ASV7794,0,0,5,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,NA
ASV7795,0,0,5,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,NA
ASV7801,0,0,5,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,NA
ASV7802,0,0,5,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,BD1-7 clade,NA
ASV7804,0,0,5,0,0,0,0,0,0,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Fusibacteraceae,Fusibacter,NA
ASV7805,0,0,5,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,NA,NA
ASV7806,0,0,5,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Agaribacter,NA
ASV7807,0,0,5,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,NA,NA
ASV7811,0,0,5,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
ASV7812,0,0,5,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
ASV7813,0,0,5,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
ASV7815,0,0,5,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,NA,NA
ASV7816,0,0,5,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Candidatus Endoecteinascidia,NA
ASV7817,0,0,5,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV7818,0,0,5,0,0,0,0,0,0,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,NA,NA
ASV7820,0,0,5,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,NA,NA
ASV7821,0,0,0,5,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira,NA
ASV7824,0,0,0,5,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA,NA
ASV7826,0,0,0,5,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ia,NA
ASV7828,0,0,0,5,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
ASV7829,0,0,0,5,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
ASV7831,0,0,0,5,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,NA,NA
ASV7833,0,0,0,0,5,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
ASV7834,0,0,0,0,5,0,0,0,0,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,NA,NA
ASV7835,0,0,0,0,5,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,NA,NA
ASV7836,0,0,0,0,5,0,0,0,0,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Chlamydiaceae,NA,NA
ASV7841,0,0,0,0,5,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas,NA
ASV7842,0,0,0,0,5,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Nitrincolaceae,NA,NA
ASV7845,0,0,0,0,5,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55,NA
ASV7846,0,0,0,0,5,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
ASV7847,0,0,0,0,5,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,NA,NA
ASV7850,0,0,0,0,0,5,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA
ASV7851,0,0,0,0,0,5,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,NA,NA
ASV7852,0,0,0,0,0,5,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,NA
ASV7854,0,0,0,0,0,5,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,NA,NA
ASV7856,0,0,0,0,0,5,0,0,0,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,LS-NOB,NA
ASV7857,0,0,0,0,0,5,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,BD1-7 clade,NA
ASV7858,0,0,0,0,0,5,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Endozoicomonas,NA
ASV7859,0,0,0,0,0,5,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Enterovibrio,NA
ASV7862,0,0,0,0,0,5,0,0,0,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,NA
ASV7863,0,0,0,0,0,5,0,0,0,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,NA
ASV7864,0,0,0,0,0,5,0,0,0,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
ASV7865,0,0,0,0,0,5,0,0,0,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
ASV7866,0,0,0,0,0,5,0,0,0,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,NA,NA
ASV7868,0,0,0,0,0,5,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
ASV7869,0,0,0,0,0,5,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
ASV7870,0,0,0,0,0,5,0,0,0,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
ASV7871,0,0,0,0,0,5,0,0,0,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
ASV7874,0,0,0,0,0,5,0,0,0,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,A714019,NA
ASV7875,0,0,0,0,0,0,5,0,0,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Flammeovirgaceae,Algivirga,NA
ASV7876,0,0,0,0,0,0,5,0,0,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,NA
ASV7878,0,0,0,0,0,0,5,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,NA
ASV7880,0,0,0,0,0,0,5,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pseudofulvibacter,NA
ASV7881,0,0,0,0,0,0,5,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA
ASV7882,0,0,0,0,0,0,5,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS7 marine group,NA,NA
ASV7885,0,0,0,0,0,0,5,0,0,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Peptoniphilus,NA
ASV7886,0,0,0,0,0,0,5,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Endozoicomonas,NA
ASV7887,0,0,0,0,0,0,5,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea,NA
ASV7888,0,0,0,0,0,0,5,0,0,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,NA
ASV7889,0,0,0,0,0,0,5,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
ASV7892,0,0,0,0,0,0,5,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Candidatus Endoecteinascidia,NA
ASV7893,0,0,0,0,0,0,5,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
ASV7894,0,0,0,0,0,0,5,0,0,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
ASV7895,0,0,0,0,0,0,5,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
ASV7896,0,0,0,0,0,0,5,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV7900,0,0,0,0,0,0,5,0,0,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,NA,NA
ASV7903,0,0,0,0,0,0,5,0,0,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Cerasicoccus,NA
ASV7904,0,0,0,0,0,0,0,5,0,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ib,NA
ASV7905,0,0,0,0,0,0,0,5,0,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA
ASV7906,0,0,0,0,0,0,0,5,0,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,37-13,NA,NA
ASV7907,0,0,0,0,0,0,0,5,0,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,NA,NA
ASV7908,0,0,0,0,0,0,0,5,0,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella,NA
ASV7911,0,0,0,0,0,0,0,5,0,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,NA,NA
ASV7916,0,0,0,0,0,0,0,5,0,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,NA
ASV7917,0,0,0,0,0,0,0,5,0,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,NA
ASV7918,0,0,0,0,0,0,0,5,0,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,NA
ASV7919,0,0,0,0,0,0,0,5,0,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,NA
ASV7920,0,0,0,0,0,0,0,5,0,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,NA
ASV7921,0,0,0,0,0,0,0,5,0,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,NA
ASV7922,0,0,0,0,0,0,0,5,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,NA,NA
ASV7925,0,0,0,0,0,0,0,5,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter,NA
ASV7926,0,0,0,0,0,0,0,5,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55,NA
ASV7928,0,0,0,0,0,0,0,5,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS7 marine group,NA,NA
ASV7929,0,0,0,0,0,0,0,5,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Carboxylicivirga,NA
ASV7931,0,0,0,0,0,0,0,5,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,BD1-7 clade,NA
ASV7932,0,0,0,0,0,0,0,5,0,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,NA,NA
ASV7933,0,0,0,0,0,0,0,5,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,BD1-7 clade,NA
ASV7934,0,0,0,0,0,0,0,5,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Enterovibrio,NA
ASV7935,0,0,0,0,0,0,0,5,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Enterovibrio,NA
ASV7938,0,0,0,0,0,0,0,5,0,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA
ASV7939,0,0,0,0,0,0,0,5,0,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
ASV7940,0,0,0,0,0,0,0,5,0,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
ASV7941,0,0,0,0,0,0,0,5,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA,NA
ASV7943,0,0,0,0,0,0,0,5,0,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
ASV7945,0,0,0,0,0,0,0,5,0,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
ASV7946,0,0,0,0,0,0,0,5,0,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,NA,NA
ASV7949,0,0,0,0,0,0,0,5,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Thioglobaceae,SUP05 cluster,NA
ASV7955,0,0,0,0,0,0,0,5,0,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Pelagicoccus,NA
ASV7956,0,0,0,0,0,0,0,0,5,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,NA
ASV7957,0,0,0,0,0,0,0,0,5,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus Actinomarina,NA
ASV7960,0,0,0,0,0,0,0,0,5,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,NA,NA
ASV7963,0,0,0,0,0,0,0,0,5,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4 marine group,NA
ASV7966,0,0,0,0,0,0,0,0,5,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,Pseudobacteriovorax,NA
ASV7969,0,0,0,0,0,0,0,0,5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,NA,NA
ASV7970,0,0,0,0,0,0,0,0,5,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Nitrincolaceae,NA,NA
ASV7971,0,0,0,0,0,0,0,0,5,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
ASV7972,0,0,0,0,0,0,0,0,5,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55,NA
ASV7973,0,0,0,0,0,0,0,0,5,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
ASV7975,0,0,0,0,0,0,0,0,5,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus Actinomarina,NA
ASV494,4,0,0,0,0,0,0,0,0,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,Prochlorococcus MIT9313 marinus
ASV703,0,0,0,0,4,0,0,0,0,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,NA,NA
ASV1020,0,0,0,0,4,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alteromonas,NA
ASV1090,0,0,0,0,4,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,OM60(NOR5) clade,NA
ASV1745,0,0,0,4,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,NA,NA
ASV2599,4,0,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA,NA
ASV2747,0,0,0,4,0,0,0,0,0,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,NA,NA
ASV2772,0,0,0,0,4,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,NA,NA
ASV2854,0,0,0,0,1,0,0,0,3,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,KI89A clade,NA,NA
ASV3030,0,0,0,4,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,OM182 clade,NA,NA
ASV4607,0,0,0,0,4,0,0,0,0,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,NA
ASV4762,4,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,NA
ASV4948,0,4,0,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA,NA
ASV4964,0,0,0,0,2,0,0,0,2,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Flammeovirgaceae,NA,NA
ASV5016,0,0,4,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,BD1-7 clade,NA
ASV5177,0,0,0,0,0,4,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Flammeovirgaceae,Flammeovirga,NA
ASV5320,0,0,2,0,0,0,0,0,2,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,NA,NA
ASV5325,0,0,0,4,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,NA,NA
ASV5352,0,0,0,0,0,0,0,4,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Croceicoccus,NA
ASV5441,0,0,0,0,0,0,0,4,0,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA
ASV6424,0,0,0,0,0,0,4,0,0,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
ASV6442,0,0,0,0,0,0,0,4,0,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,NA,NA
ASV6657,0,0,0,0,0,0,0,4,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Enterovibrio,NA
ASV6857,0,0,0,0,0,4,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,NA
ASV7111,0,0,0,0,4,0,0,0,0,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA
ASV7205,0,0,0,0,0,0,0,0,4,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Saccharospirillaceae,Spongiispira,NA
ASV7491,0,0,0,0,0,2,0,0,2,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9 marine group,NA,NA
ASV7522,0,0,0,0,0,0,4,0,0,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,NA,NA
ASV7578,0,0,0,0,0,0,0,0,4,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,NA,NA
ASV7823,0,0,0,4,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Salinirepens,NA
ASV7898,0,0,0,0,0,0,3,1,0,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,NA,NA
ASV8380,0,0,0,0,0,0,4,0,0,Bacteria,Firmicutes,Bacilli,Staphylococcales,Gemellaceae,Gemella,Gemella morbillorum
ASV8144,4,0,0,0,0,0,0,0,0,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta 2,NA
ASV8145,4,0,0,0,0,0,0,0,0,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,NA
ASV8146,4,0,0,0,0,0,0,0,0,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta 2,NA
ASV8147,4,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,JL-ETNP-F27,NA
